STYLE,DESC,CATEGORY,LOT,QOH_CASES,UPC_SKU_2,PRICE_CS,PRICE_UNIT,SIZE
3604023BL1,20PK PINE CONE,Carry Over Packaged Sets,C12,12,840364204023,10.00,1.00,
3604030BL1,27PK NOVELTY ORNAMENT,Carry Over Packaged Sets,C8,16,840364204030,10.00,1.00,
3604047BL1,3PK PACKAGED POINSETTIA,Carry Over Packaged Sets,C24,24,840364204047,10.00,1.00,
3604054BL1,40PK,Carry Over Packaged Sets,C12,12,840364204054,10.00,1.00,
3604061BL1,24 PACK X 50MM,Carry Over Packaged Sets,C24,24,840364204061,10.00,1.00,
3604061BL1-D,24 PACK X 50MM,Inactive,C24,0,840364204061,10.00,1.00,
3604078BL1,100PK X 60MM,Carry Over Packaged Sets,C6,12,840364204078,10.00,1.00,
3604078BL1-D,100PK X 60MM,Inactive,C6,0,840364204078,10.00,1.00,
3604085BL1,25 PACK X 60MM,Carry Over Packaged Sets,C12,36,840364204085,10.00,1.00,
3604085BL1-D,25 PACK X 60MM,Inactive,C12,0,840364204085,10.00,1.00,
3604092BL1,50 PACK X 60MM,Carry Over Packaged Sets,C8,24,840364204092,10.00,1.00,
3604108BL1,68 PACK WITH HANDPAINTNT,Carry Over Packaged Sets,C8,0,840364204108,10.00,1.00,
3604115BL1,37 PACK X 70MM/50MM,Carry Over Packaged Sets,C12,12,840364204115,10.00,1.00,
3604122GD1,15PK NOVELTY ORNAMENTS,Carry Over Packaged Sets,C12,24,840364204122,10.00,1.00,
3604139GD1,20PK NOVELTY ORNAMENTS,Carry Over Packaged Sets,C8,24,840364204139,10.00,1.00,
3604146GD1,20PK PINE CONE,Carry Over Packaged Sets,C12,12,840364204146,10.00,1.00,
3604153GD1,27PK NOVELTY ORNAMENT,Carry Over Packaged Sets,C8,16,840364204153,10.00,1.00,
3604160GD1,3PK PACKAGED POINSETTIA,Carry Over Packaged Sets,C24,24,840364204160,10.00,1.00,
3604177GD1,40PK,Carry Over Packaged Sets,C12,12,840364204177,10.00,1.00,
3604184GD1,24 PACK X 50MM,Carry Over Packaged Sets,C24,24,840364204184,10.00,1.00,
3604184GD1-D,24 PACK X 50MM,Inactive,C24,0,840364204184,10.00,1.00,
3604191GD1,100PK X 60MM,Carry Over Packaged Sets,C6,54,840364204191,10.00,1.00,
3604191GD1-D,100PK X 60MM,Inactive,C6,0,840364204191,10.00,1.00,
3604207GD1,25 PACK X 60MM,Carry Over Packaged Sets,C12,36,840364204207,10.00,1.00,
3604207GD1-D,25 PACK X 60MM,Inactive,C12,0,840364204207,10.00,1.00,
3604214GD1,50 PACK X 60MM,Carry Over Packaged Sets,C8,8,840364204214,10.00,1.00,
3604221GD1,68 PACK WITH HANDPAINTNT,Carry Over Packaged Sets,C8,48,840364204221,10.00,1.00,
3604238GD1,37 PACK X 70MM/50MM,Carry Over Packaged Sets,C12,24,840364204238,10.00,1.00,
3604238GD1-D,37 PACK X 70MM/50MM,Inactive,C12,0,840364204238,10.00,1.00,
3604245LP1,15PK NOVELTY ORNAMENTS,Carry Over Packaged Sets,C12,0,840364204245,10.00,1.00,
3604252LP1,20PK NOVELTY ORNAMENTS,Carry Over Packaged Sets,C8,24,840364204252,10.00,1.00,
3604269LP1,20PK PINE CONE,Carry Over Packaged Sets,C12,0,840364204269,10.00,1.00,
3604276LP1,27PK NOVELTY ORNAMENT,Carry Over Packaged Sets,C8,24,840364204276,10.00,1.00,
3604283LP1,3PK PACKAGED POINSETTIA,Carry Over Packaged Sets,C24,24,840364204283,10.00,1.00,
3604290LP1,40PK,Carry Over Packaged Sets,C12,12,840364204290,10.00,1.00,
3604306LP1,24 PACK X 50MM,Carry Over Packaged Sets,C24,24,840364204306,10.00,1.00,
3604313LP1,100PK X 60MM,Carry Over Packaged Sets,C6,48,840364204313,10.00,1.00,
3604313LP1-D,100PK X 60MM,Inactive,C6,0,840364204313,10.00,1.00,
3604320LP1,25 PACK X 60MM,Carry Over Packaged Sets,C12,48,840364204320,10.00,1.00,
3604337LP1,50 PACK X 60MM,Carry Over Packaged Sets,C8,8,840364204337,10.00,1.00,
3604344LP1,68 PACK WITH HANDPAINTNT,Carry Over Packaged Sets,C8,16,840364204344,10.00,1.00,
3604351LP1,37 PACK X 70MM/50MM,Carry Over Packaged Sets,C12,0,840364204351,10.00,1.00,
3604368RD1,15PK NOVELTY ORNAMENTS,Carry Over Packaged Sets,C12,48,840364204368,10.00,1.00,
3604375RD1,20PK NOVELTY ORNAMENTS,Carry Over Packaged Sets,C8,16,840364204375,10.00,1.00,
3604382RD1,20PK PINE CONE,Carry Over Packaged Sets,C12,0,840364204382,10.00,1.00,
3604399RD1,27PK NOVELTY ORNAMENT,Carry Over Packaged Sets,C8,32,840364204399,10.00,1.00,
3604405RD1,3PK PACKAGED POINSETTIA,Carry Over Packaged Sets,C24,72,840364204405,10.00,1.00,
3604412RD1,40PK,Inactive,C12,12,840364204412,10.00,1.00,
3604429RD1,24 PACK X 50MM,Inactive,C24,24,840364204429,10.00,1.00,
3604429RD1-D,24 PACK X 50MM,Inactive,C24,0,840364204429,10.00,1.00,
3604436RD1,100PK X 60MM,Carry Over Packaged Sets,C6,30,840364204436,10.00,1.00,
3604436RD1-D,100PK X 60MM,Inactive,C6,0,840364204436,10.00,1.00,
3604443RD1,25 PACK X 60MM,Carry Over Packaged Sets,C12,12,840364204443,10.00,1.00,
3604443RD1-D,25 PACK X 60MM,Inactive,C12,0,840364204443,10.00,1.00,
3604450RD1,50 PACK X 60MM,Carry Over Packaged Sets,C8,24,840364204450,10.00,1.00,
3604467RD1,68 PACK WITH HANDPAINTNT,Carry Over Packaged Sets,C8,16,840364204467,10.00,1.00,
3604474RD1,37 PACK X 70MM/50MM,Carry Over Packaged Sets,C12,0,840364204474,10.00,1.00,
3604474RD1-D,37 PACK X 70MM/50MM,Inactive,C12,0,840364204474,10.00,1.00,
3604481SW1,15PK NOVELTY ORNAMENTS,Carry Over Packaged Sets,C12,12,840364204481,10.00,1.00,
3604498SW1,20PK NOVELTY ORNAMENTS,Carry Over Packaged Sets,C8,16,840364204498,10.00,1.00,
3604504SW1,20PK PINE CONE,Carry Over Packaged Sets,C12,48,840364204504,10.00,1.00,
3604511SW1,27PK NOVELTY ORNAMENT,Carry Over Packaged Sets,C8,8,840364204511,10.00,1.00,
3604528SW1,3PK PACKAGED POINSETTIA,Carry Over Packaged Sets,C24,24,840364204528,10.00,1.00,
3604535SW1,40PK,Carry Over Packaged Sets,C12,0,840364204535,10.00,1.00,
3604542SW1,24 PACK X 50MM,Carry Over Packaged Sets,C24,24,840364204542,10.00,1.00,
3604559SW1,100PK X 60MM,Carry Over Packaged Sets,C6,6,840364204559,10.00,1.00,
3604559SW1-D,100PK X 60MM,Inactive,C6,0,840364204559,10.00,1.00,
3604566SW1,25 PACK X 60MM,Carry Over Packaged Sets,C12,0,840364204566,10.00,1.00,
3604573SW1,50 PACK X 60MM,Carry Over Packaged Sets,C8,16,840364204573,10.00,1.00,
3604580SW1,68 PACK WITH HANDPAINTNT,Carry Over Packaged Sets,C8,32,840364204580,10.00,1.00,
3604597SW1,37 PACK X 70MM/50MM,Carry Over Packaged Sets,C12,12,840364204597,10.00,1.00,
3605204RGG-D,60MM X4,Inactive,C24,0,840364205204,10.00,1.00,
3605211GSW-D,60MM X4,Inactive,C24,0,840364205211,10.00,1.00,
3605228NWG-D,60MM X4,Inactive,C24,0,840364205228,10.00,1.00,
3605235NWB-D,60MM X4,Inactive,C24,0,840364205235,10.00,1.00,
3605242RGW-D,60MM X4,Inactive,C24,0,840364205242,10.00,1.00,
3605259WS1-D,60MM X4,Inactive,C24,0,840364205259,10.00,1.00,
3606577PNK,3PK PACKAGED POINSETTIA,Inactive,C24,0,840364206577,10.00,1.00,
3608090PNK,24 PACK X 50MM,Inactive,C24,0,840364208090,10.00,1.00,
3608106PNK,25 PACK X 60MM,Inactive,C12,0,840364208106,10.00,1.00,
3608113PNK,50 PACK X 60MM,Inactive,C8,0,840364208113,10.00,1.00,
3608120PNK,68 PACK WITH HANDPAINT,Inactive,C8,0,840364208120,10.00,1.00,
3608137PNK,37 PACK X 70MM/50MM,Inactive,C12,0,840364208137,10.00,1.00,
3608144PNK,100PK X 60MM,Inactive,C6,0,840364208144,10.00,1.00,
3608151PNK,20PK PINE CONE,Inactive,C12,0,840364208151,10.00,1.00,
3608175RD1,34PK Tree Box,Inactive,C8,0,840364208175,10.00,1.00,
3608182SW1,34PK Tree Box,Inactive,C8,0,840364208182,10.00,1.00,
3608199GD1,34PK Tree Box,Inactive,C8,0,840364208199,10.00,1.00,
3608205LP1,34PK Tree Box,Inactive,C8,0,840364208205,10.00,1.00,
3608212BL1,34PK Tree Box,Inactive,C8,0,840364208212,10.00,1.00,
3608229PNK,34PK Tree Box,Inactive,C8,0,840364208229,10.00,1.00,
3608359RD1,50PK Novelty,Inactive,C12,0,840364208359,10.00,1.00,
3608366SW1,50PK Novelty,Inactive,C12,0,840364208366,10.00,1.00,
3608373GD1,50PK Novelty,Inactive,C12,0,840364208373,10.00,1.00,
3608380LP1,50PK Novelty,Inactive,C12,0,840364208380,10.00,1.00,
3608397BL1,50PK Novelty,Inactive,C12,0,840364208397,10.00,1.00,
3608403PNK,50PK Novelty,Inactive,C12,0,840364208403,10.00,1.00,
37-1519,"14"""" Red Poinsettia in Micro P",Long-Stem Flowers,C48,0,840364215197,10.00,1.00,
37-1520,"14"""" White Poinsettia in Micro",Long-Stem Flowers,C48,0,840364215203,10.00,1.00,
3704702SW1,6FT SHATTERPFOOF GARLAND,Carry Over Shatterproof Garland,C6,6,840364204702,10.00,1.00,
3704719BL1,6FT SHATTERPFOOF GARLAND,Carry Over Shatterproof Garland,C6,6,840364204719,10.00,1.00,
3704726GD1,6FT SHATTERPFOOF GARLAND,Carry Over Shatterproof Garland,C6,12,840364204726,10.00,1.00,
3704733LP1,6FT SHATTERPFOOF GARLAND,Carry Over Shatterproof Garland,C6,18,840364204733,10.00,1.00,
3704740RD1,6FT SHATTERPFOOF GARLAND,Carry Over Shatterproof Garland,C6,6,840364204740,10.00,1.00,
3804757SW1,SHATTERPROOF WREATH,Carry Over Shatterproof Wreath,C6,6,840364204757,10.00,1.00,
3804764BL1,SHATTERPROOF WREATH,Carry Over Shatterproof Wreath,C6,6,840364204764,10.00,1.00,
3804771GD1,SHATTERPROOF WREATH,Carry Over Shatterproof Wreath,C6,0,840364204771,10.00,1.00,
3804788LP1,SHATTERPROOF WREATH,Carry Over Shatterproof Wreath,C6,12,840364204788,10.00,1.00,
3804795RD1,SHATTERPROOF WREATH,Inactive,C6,6,840364204795,10.00,1.00,
3901008BL1,1PK CLIP ON ANEMONE,Carry Over Picks,C72,72,840364201008,10.00,1.00,
3901015BL1,1PK CLIP ON POINSETTIA,Carry Over Picks,C72,0,840364201015,10.00,1.00,
3901022BL1,1PK CLIP ON POINSETTIA WITH BR,Carry Over Picks,C72,72,840364201022,10.00,1.00,
3901039BL1,1PK CLIP ON POINSETTIA WITH SE,Carry Over Picks,C72,72,840364201039,10.00,1.00,
3901046BL1,1PK CLIP ON POINSETTIA WITH SM,Carry Over Picks,C72,288,840364201046,10.00,1.00,
3901053BL1,1PK POINSETTIA WITH INNER SEQU,Carry Over Picks,C72,72,840364201053,10.00,1.00,
3901060GD1,1PK CLIP ON ANEMONE,Carry Over Picks,C72,360,840364201060,10.00,1.00,
3901077GD1,1PK CLIP ON POINSETTIA,Carry Over Picks,C72,0,840364201077,10.00,1.00,
3901084GD1,1PK CLIP ON POINSETTIA WITH BR,Carry Over Picks,C72,144,840364201084,10.00,1.00,
3901091GD1,1PK CLIP ON POINSETTIA WITH SE,Carry Over Picks,C72,144,840364201091,10.00,1.00,
3901107GD1,1PK CLIP ON POINSETTIA WITH SM,Carry Over Picks,C72,288,840364201107,10.00,1.00,
3901114GD1,1PK POINSETTIA WITH INNER SEQU,Carry Over Picks,C72,0,840364201114,10.00,1.00,
3901121LP1,1PK CLIP ON ANEMONE,Carry Over Picks,C72,144,840364201121,10.00,1.00,
3901138LP1,1PK CLIP ON POINSETTIA,Carry Over Picks,C72,0,840364201138,10.00,1.00,
3901145LP1,1PK CLIP ON POINSETTIA WITH BR,Carry Over Picks,C72,72,840364201145,10.00,1.00,
3901152LP1,1PK CLIP ON POINSETTIA WITH SE,Carry Over Picks,C72,72,840364201152,10.00,1.00,
3901169LP1,1PK CLIP ON POINSETTIA WITH SM,Carry Over Picks,C72,144,840364201169,10.00,1.00,
3901176LP1,1PK POINSETTIA WITH INNER SEQU,Carry Over Picks,C72,0,840364201176,10.00,1.00,
3901183RD1,1PK CLIP ON ANEMONE,Carry Over Picks,C72,72,840364201183,10.00,1.00,
3901190RD1,1PK CLIP ON POINSETTIA,Carry Over Picks,C72,72,840364201190,10.00,1.00,
3901206RD1,1PK CLIP ON POINSETTIA WITH BR,Carry Over Picks,C72,0,840364201206,10.00,1.00,
3901213RD1,1PK CLIP ON POINSETTIA WITH SE,Carry Over Picks,C72,0,840364201213,10.00,1.00,
3901220RD1,1PK CLIP ON POINSETTIA WITH SM,Carry Over Picks,C72,0,840364201220,10.00,1.00,
3901237RD1,1PK POINSETTIA WITH INNER SEQU,Carry Over Picks,C72,72,840364201237,10.00,1.00,
3901244SW1,1PK CLIP ON ANEMONE,Carry Over Picks,C72,144,840364201244,10.00,1.00,
3901251SW1,1PK CLIP ON POINSETTIA,Carry Over Picks,C72,0,840364201251,10.00,1.00,
3901268SW1,1PK CLIP ON POINSETTIA WITH BR,Carry Over Picks,C72,0,840364201268,10.00,1.00,
3901275SW1,1PK CLIP ON POINSETTIA WITH SE,Carry Over Picks,C72,216,840364201275,10.00,1.00,
3901282SW1,1PK CLIP ON POINSETTIA WITH SM,Carry Over Picks,C72,72,840364201282,10.00,1.00,
3901299SW1,1PK POINSETTIA WITH INNER SEQU,Carry Over Picks,C72,144,840364201299,10.00,1.00,
3908533RD1,1PK Velvet Clip On Poinsettia,Inactive,C72,0,840364208533,10.00,1.00,
3908540SW1,1PK Velvet Clip On Poinsettia,Inactive,C72,0,840364208540,10.00,1.00,
3908557GD1,1PK Velvet Clip On Poinsettia,Inactive,C72,0,840364208557,10.00,1.00,
3908564LP1,1PK Velvet Clip On Poinsettia,Inactive,C72,0,840364208564,10.00,1.00,
3908571BL1,1PK Velvet Clip On Poinsettia,Inactive,C72,0,840364208571,10.00,1.00,
3908595RD1,1PK Glitter Clip On Poinsettia,Inactive,C72,0,840364208595,10.00,1.00,
3908601SW1,1PK Glitter Clip On Poinsettia,Inactive,C72,0,840364208601,10.00,1.00,
3908618GD1,1PK Glitter Clip On Poinsettia,Inactive,C72,0,840364208618,10.00,1.00,
3908625LP1,1PK Glitter Clip On Poinsettia,Inactive,C72,0,840364208625,10.00,1.00,
3908632BL1,1PK Glitter Clip On Poinsettia,Inactive,C72,0,840364208632,10.00,1.00,
3908656RD1,2PK Glitter Poinsettia with Ch,Carry Over Picks,C72,144,840364208656,10.00,1.00,
3908663SW1,2PK Glitter Poinsettia with Ch,Carry Over Picks,C72,0,840364208663,10.00,1.00,
3908670GD1,2PK Glitter Poinsettia with Ch,Carry Over Picks,C72,144,840364208670,10.00,1.00,
3908687LP1,2PK Glitter Poinsettia with Ch,Inactive,C72,0,840364208687,10.00,1.00,
3908694BL1,2PK Glitter Poinsettia with Ch,Inactive,C72,0,840364208694,10.00,1.00,
40-1480,"8"""" Sequin-Covered Tabletop Tr",Tabletop Décor,C36,0,840364214800,10.00,1.00,
40-1481,"12"""" Sequin-Covered Tabletop T",Tabletop Décor,C24,72,840364214817,10.00,1.00,
40-1481-D,"12"""" Sequin-Covered Tabletop T",Tabletop Décor,C24,0,840364214817,10.00,1.00,
40-1482,"18"""" Sequin-Covered Tabletop T",Tabletop Décor,C12,0,840364214824,10.00,1.00,
40-1940,Flocked Tabletop Tree with Ber,Tabletop Décor,C24,0,840364219409,10.00,1.00,
40-1941,Flocked Tabletop Tree with and,Tabletop Décor,C24,0,840364219416,10.00,1.00,
40-1942,Deluxe Pine Tabletop Tree with,Tabletop Décor,C24,0,840364219423,10.00,1.00,
40-1943,Spikey Table Top Tree with Orn,Tabletop Décor,C24,0,840364219430,10.00,1.00,
4001305BL1,DELUXE PINE PICK WITH POINSETT,Carry Over Clip-On,C72,0,840364201305,10.00,1.00,
4001312BL1,DELUXE POINSETTIA PICK WITH BA,Carry Over Clip-On,C72,72,840364201312,10.00,1.00,
4001329BL1,DELUXE POINSETTIA PICK WITH PI,Carry Over Clip-On,C72,144,840364201329,10.00,1.00,
4001336BL1,FOAM BALL PICK WITH SPRAY,Carry Over Clip-On,C72,0,840364201336,10.00,1.00,
4001343BL1,GLITTER POINSETTIA PICK WITH B,Carry Over Clip-On,C72,72,840364201343,10.00,1.00,
4001350BL1,PINE PICK WITH BERRIES AND PIN,Carry Over Clip-On,C72,0,840364201350,10.00,1.00,
4001367BL1,POINSETTIA PICK WITH FERN LEAF,Carry Over Clip-On,C72,72,840364201367,10.00,1.00,
4001374BL1,SPIKY FERN PICK,Carry Over Clip-On,C72,72,840364201374,10.00,1.00,
4001381GD1,DELUXE PINE PICK WITH POINSETT,Carry Over Clip-On,C72,0,840364201381,10.00,1.00,
4001398GD1,DELUXE POINSETTIA PICK WITH BA,Inactive,C72,0,840364201398,10.00,1.00,
4001404GD1,DELUXE POINSETTIA PICK WITH PI,Carry Over Clip-On,C72,0,840364201404,10.00,1.00,
4001411GD1,FOAM BALL PICK WITH SPRAY,Carry Over Clip-On,C72,0,840364201411,10.00,1.00,
4001411GD1-D,FOAM BALL PICK WITH SPRAY,Carry Over Clip-On,C72,0,840364201411,10.00,1.00,
4001428GD1,GLITTER POINSETTIA PICK WITH B,Inactive,C72,0,840364201428,10.00,1.00,
4001435GD1,PINE PICK WITH BERRIES AND PIN,Carry Over Clip-On,C72,72,840364201435,10.00,1.00,
4001442GD1,POINSETTIA PICK WITH FERN LEAF,Carry Over Clip-On,C72,144,840364201442,10.00,1.00,
4001459GD1,SPIKY FERN PICK,Carry Over Clip-On,C72,0,840364201459,10.00,1.00,
4001466LP1,DELUXE PINE PICK WITH POINSETT,Carry Over Clip-On,C72,72,840364201466,10.00,1.00,
4001473LP1,DELUXE POINSETTIA PICK WITH BA,Inactive,C72,0,840364201473,10.00,1.00,
4001480LP1,DELUXE POINSETTIA PICK WITH PI,Carry Over Clip-On,C72,72,840364201480,10.00,1.00,
4001497LP1,FOAM BALL PICK WITH SPRAY,Carry Over Clip-On,C72,72,840364201497,10.00,1.00,
4001497LP1-D,FOAM BALL PICK WITH SPRAY,Carry Over Clip-On,C72,0,840364201497,10.00,1.00,
4001503LP1,GLITTER POINSETTIA PICK WITH B,Carry Over Clip-On,C72,72,840364201503,10.00,1.00,
4001510LP1,PINE PICK WITH BERRIES AND PIN,Inactive,C72,0,840364201510,10.00,1.00,
4001527LP1,POINSETTIA PICK WITH FERN LEAF,Carry Over Clip-On,C72,72,840364201527,10.00,1.00,
4001534LP1,SPIKY FERN PICK,Carry Over Clip-On,C72,0,840364201534,10.00,1.00,
4001541RD1,DELUXE PINE PICK WITH POINSETT,Inactive,C72,0,840364201541,10.00,1.00,
4001558RD1,DELUXE POINSETTIA PICK WITH BA,Carry Over Clip-On,C72,0,840364201558,10.00,1.00,
4001565RD1,DELUXE POINSETTIA PICK WITH PI,Carry Over Clip-On,C72,144,840364201565,10.00,1.00,
4001572RD1,FOAM BALL PICK WITH SPRAY,Carry Over Clip-On,C72,0,840364201572,10.00,1.00,
4001572RD1-D,FOAM BALL PICK WITH SPRAY,Carry Over Clip-On,C72,0,840364201572,10.00,1.00,
4001589RD1,GLITTER POINSETTIA PICK WITH B,Carry Over Clip-On,C72,72,840364201589,10.00,1.00,
4001596RD1,PINE PICK WITH BERRIES AND PIN,Inactive,C72,0,840364201596,10.00,1.00,
4001602RD1,POINSETTIA PICK WITH FERN LEAF,Inactive,C72,0,840364201602,10.00,1.00,
4001619RD1,SPIKY FERN PICK,Carry Over Clip-On,C72,0,840364201619,10.00,1.00,
4001626SW1,DELUXE PINE PICK WITH POINSETT,Inactive,C72,0,840364201626,10.00,1.00,
4001633SW1,DELUXE POINSETTIA PICK WITH BA,Inactive,C72,0,840364201633,10.00,1.00,
4001640SW1,DELUXE POINSETTIA PICK WITH PI,Inactive,C72,72,840364201640,10.00,1.00,
4001657SW1,FOAM BALL PICK WITH SPRAY,Carry Over Clip-On,C72,144,840364201657,10.00,1.00,
4001657SW1-D,FOAM BALL PICK WITH SPRAY,Carry Over Clip-On,C72,0,840364201657,10.00,1.00,
4001664SW1,GLITTER POINSETTIA PICK WITH B,Inactive,C72,0,840364201664,10.00,1.00,
4001671SW1,PINE PICK WITH BERRIES AND PIN,Inactive,C72,0,840364201671,10.00,1.00,
4001688SW1,POINSETTIA PICK WITH FERN LEAF,Carry Over Clip-On,C72,144,840364201688,10.00,1.00,
4001695SW1,SPIKY FERN PICK,Carry Over Clip-On,C72,288,840364201695,10.00,1.00,
42-1521,250MM Merry Christmas Bell - A,Jumbo Bells,C12,48,840364215210,10.00,1.00,
42-1521-D,250MM Merry Christmas Bell - A,Jumbo Bells,C12,0,840364215210,10.00,1.00,
42-1522,5-Tier Jumbo Hanging Bell - As,Jumbo Bells,C12,36,840364215227,10.00,1.00,
42-1522-D,5-Tier Jumbo Hanging Bell - As,Jumbo Bells,C12,0,840364215227,10.00,1.00,
42-1523,5PC 120MM Hanging Bell,Jumbo Bells,C12,12,840364215234,10.00,1.00,
42-1523-D,5PC 120MM HANGING BELL SOLID R,Jumbo Bells,C12,0,840364215234,10.00,1.00,
43-1500,1PK 360MM Red Jumbo Finial Orn,Jumbo Ornaments,C4,4,840364215005,10.00,1.00,
43-1500-D,1PK 360MM Red Jumbo Finial Orn,Jumbo Ornaments,C4,0,840364215005,10.00,1.00,
43-1501,1PK 360MM Gold Jumbo Finial Or,Jumbo Ornaments,C4,4,840364215012,10.00,1.00,
43-1501-D,1PK 360MM Gold Jumbo Finial Or,Jumbo Ornaments,C4,0,840364215012,10.00,1.00,
43-1502,1PK 360MM Blue Jumbo Finial Or,Jumbo Ornaments,C4,0,840364215029,10.00,1.00,
43-1503,1PK 360MM Silver Jumbo Finial,Jumbo Ornaments,C4,4,840364215036,10.00,1.00,
43-1503-D,1PK 360MM Silver Jumbo Finial,Jumbo Ornaments,C4,0,840364215036,10.00,1.00,
43-1504,200MM Shatterproof Ball Orname,Jumbo Ornaments,C12,36,840364215043,10.00,1.00,
43-1505,200MM Shatterproof Ball Orname,Jumbo Ornaments,C12,36,840364215050,10.00,1.00,
43-1524,"10"""" Crown Tree Topper",Jumbo Ornaments,C12,60,840364215241,10.00,1.00,
50-1341,5-Head Deluxe Red Glitter Poin,Bushes,C36,0,840364213414,10.00,1.00,
50-1341-D,5-Head Deluxe Red Glitter Poin,Bushes,C36,0,840364213414,10.00,1.00,
50-1342,5-Head Deluxe Gold Glitter Poi,Bushes,C24,0,840364213421,10.00,1.00,
50-1343,5-Head Deluxe Silver Glitter P,Inactive,C24,0,840364213438,10.00,1.00,
50-1344,5-Head Deluxe Navy Glitter Poi,Inactive,C24,0,840364213445,10.00,1.00,
50-1345,5-Head Deluxe White Iridecent,Bushes,C24,0,840364213452,10.00,1.00,
50-1346,5-Head Deluxe Rose Gold Glitte,Inactive,C24,0,840364213469,10.00,1.00,
50-1347,5-Head Deluxe Red Velvet Poins,Bushes,C36,0,840364213476,10.00,1.00,
50-1348,5-Head Deluxe Navy With Gold V,Bushes,C24,0,840364213483,10.00,1.00,
50-1349,5-Head Deluxe Champagne Velvet,Bushes,C24,0,840364213490,10.00,1.00,
50-1350,5-Head Deluxe Rose Gold Velvet,Inactive,C24,0,840364213506,10.00,1.00,
50-1351,5-Head Deluxe White With Silve,Inactive,C24,0,840364213513,10.00,1.00,
729-80GL-D,120PK PINE CONE GAYLORD,Inactive,C120,0,,10.00,1.00,
729-80GL-SC,120PK PINE CONE GAYLORD,Inactive,C120,0,,10.00,1.00,
C12-0951-A,12PC BUCKET FLOWER STANDING RA,Gemex Program,C1,49,840364209516,10.00,1.00,
C12-0951-K,12PC BUCKET FLOWER STANDING RA,Gemex Program,C1,0,,10.00,1.00,
C12-0952-B,12PC FLOWER STANDING RACK CONE,Gemex Program,C12,576,840364209523,10.00,1.00,
C16-0953-A,16PC BUCKET FLOWER STAND RACK,Gemex Program,C1,145,840364209530,10.00,1.00,
C16-0953-K,16PC BUCKET FLOWER STAND RACK,Gemex Program,C1,0,,10.00,1.00,
C16-0954-B,16PC BUCKET FLOWER STANDING RA,Gemex Program,C16,2320,840364209547,10.00,1.00,
CS39401,CHRISTMAS TREE BAG SQUARE,MISC,C12,0,886466394019,10.00,1.00,
CS39402,CHRISTMAS ACCESSORY BOX,Inactive,C12,0,886466394026,10.00,1.00,
CS39403,80 ZIPPERED ORNAMENT STORAGE B,MISC,C12,0,886466394033,10.00,1.00,
CS47795,"25"""" WREATH BAG",MISC,C12,0,886466477958,10.00,1.00,
CS47796,CHRISTMAS LIGHT HOLDER,Inactive,C12,0,886466477965,10.00,1.00,
CS47797,CHRISTMAS LIGHT ORGANIZER,Inactive,C12,0,886466477972,10.00,1.00,
CS47798,CHRISTMAS TREE BAG,MISC,C12,0,886466477989,10.00,1.00,
CS49879,CHRISTMAS WRAP STORAGE BAG ROU,Inactive,C12,0,886466498793,10.00,1.00,
CS49882,"30"""" WREATH BAG",Inactive,C12,0,886466498823,10.00,1.00,
CS49886,ROLLING TREE BAG,MISC,C6,0,886466498861,10.00,1.00,
CS49888,64 ZIPPERED ORNAMENT STORAGE B,Inactive,C12,0,886466498885,10.00,1.00,
CS49889,112 ZIPPERED ORNAMENT STORAGE,Inactive,C12,0,886466498892,10.00,1.00,
DDS-00650,2PK SILVER/SILVER POINSETTIA O,Inactive,C24,0,840364200650,10.00,1.00,
DDS-03835,2PK PURPLE SANTA HEAD IN ACETA,Inactive,C24,0,840364203835,10.00,1.00,
DDS-03972,2PK RED SANTA/SNOWMAN HEAD IN,Inactive,C24,0,840364203972,10.00,1.00,
DDS-04405,25FT LIT GARLAND W/50 MINI LIG,Inactive,C12,0,840364204405,10.00,1.00,
DDS-04917,2PK RED W/GOLD TRIM CHURCH ORN,Inactive,C36,0,840364204917,10.00,1.00,
DDS-04924,2PK SILVER W/WHITE TRIM CHURCH,Inactive,C36,0,840364204924,10.00,1.00,
GD21-1946,"7"""" Hanging Santa Ornament in",Plush,C48,48,840364219461,10.00,1.00,
GD27-1352,1PK 2PK PVC Glitter Bow,Bows,C72,72,840364213520,10.00,1.00,
GD28-1353,2X9 Inch Glitter Ribbon,Bows,C72,0,840364213537,10.00,1.00,
GD28-1354,"2"""" X 9FT Gold and Champagne R",Bows,C72,0,840364213544,10.00,1.00,
GD28-1355,"2.5"""" X 18FT Champagne Ribbon",Bows,C48,0,840364213551,10.00,1.00,
GD29-1356,6X5 Yard Mesh Ribbon Roll In P,Ribbon,C72,0,840364213568,10.00,1.00,
